/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00002083.jpg,340,264,373,323,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00030767.jpg,360,442,403,506,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00030767.jpg,202,207,209,227,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00030767.jpg,171,210,179,235,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00019225.jpg,229,283,275,367,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00019225.jpg,260,272,300,352,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00007727.jpg,458,53,476,101,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00007727.jpg,16,166,43,212,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00007727.jpg,152,464,247,495,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00007727.jpg,126,402,223,520,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00007727.jpg,482,62,505,108,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00086342.jpg,52,386,135,461,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00086342.jpg,35,428,97,489,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056802.jpg,513,58,521,74,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056802.jpg,372,186,412,299,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056802.jpg,279,188,329,281,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00008483.jpg,202,65,213,85,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00042074.jpg,458,128,483,184,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00040744.jpg,298,176,339,258,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00040744.jpg,49,261,87,339,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00040744.jpg,92,231,131,301,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00040744.jpg,84,249,119,311,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00028754.jpg,112,355,159,427,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00028754.jpg,198,240,221,286,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00028754.jpg,124,282,144,329,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00046094.jpg,38,422,113,473,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00046094.jpg,52,390,137,471,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056639.jpg,221,182,231,206,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00045253.jpg,25,430,73,485,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00045253.jpg,46,386,129,445,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00086913.jpg,549,194,567,224,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00086913.jpg,60,223,73,245,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00077564.jpg,546,93,559,129,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00077564.jpg,432,202,473,313,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00022703.jpg,514,136,529,174,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00054793.jpg,26,202,57,244,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00054793.jpg,62,248,112,317,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00008488.jpg,323,79,329,95,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00009646.jpg,464,237,563,339,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00053958.jpg,434,137,441,153,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00053958.jpg,106,372,153,441,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00053958.jpg,70,384,115,449,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00084442.jpg,524,72,540,103,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00001348.jpg,45,120,57,149,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00092160.jpg,450,135,477,185,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00063797.jpg,448,144,463,175,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056835.jpg,538,42,549,75,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056835.jpg,548,34,556,61,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00104381.jpg,62,132,80,166,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00065470.jpg,414,212,456,334,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00065470.jpg,462,115,485,171,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00000369.jpg,41,230,51,249,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00064527.jpg,380,200,427,315,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00064527.jpg,506,328,556,503,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00068843.jpg,202,206,215,234,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00035860.jpg,66,388,148,465,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00035860.jpg,46,434,129,489,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00035877.jpg,332,438,376,511,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00035877.jpg,222,188,233,217,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00035877.jpg,206,248,226,299,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056368.jpg,518,94,537,130,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056368.jpg,535,93,549,129,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056368.jpg,514,59,521,75,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00056368.jpg,390,196,433,299,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00108657.jpg,220,186,236,220,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00108657.jpg,644,154,655,171,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00108657.jpg,634,154,639,168,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00108657.jpg,172,181,197,231,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00076469.jpg,52,389,131,467,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00076469.jpg,34,420,97,476,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00026020.jpg,367,188,377,219,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00026020.jpg,656,221,668,249,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00026020.jpg,209,192,221,208,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00068011.jpg,463,209,497,289,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00096486.jpg,424,118,453,159,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00025417.jpg,318,218,419,315,bicycle
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00029774.jpg,71,256,93,295,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00029774.jpg,96,252,115,291,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00021668.jpg,116,204,130,227,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00001521.jpg,642,188,654,225,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00088079.jpg,152,450,193,510,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00060897.jpg,168,214,176,232,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00060897.jpg,205,205,213,225,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00060897.jpg,354,256,379,299,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00060897.jpg,198,215,209,239,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00060897.jpg,176,216,192,235,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00070989.jpg,50,389,137,463,pedestrian
/home/s3838730/data/ml/dataset/MIO-TCD-Localization/train/00070989.jpg,28,418,81,476,pedestrian
